Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
3713,3713,129084651,Survey,726699695,Background and Overall Health,836890480,How old were you when a doctor or other health professional first told you that you have or had high cholesterol?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,High Cholesterol Dx Age,SrvBOH_CholesterolAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = High cholesterol. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3714,3714,129084651,Survey,726699695,Background and Overall Health,836890480,How old were you when a doctor or other health professional first told you that you have or had high cholesterol?,,,,,,261863326,Year at diagnosis,,,High Cholesterol Dx Yr,SrvBOH_CholesterolYr_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = High cholesterol. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear.  Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3715,3715,129084651,Survey,726699695,Background and Overall Health,624479779,How old were you when a doctor or other health professional first told you that you have had a heart attack (myocardial infarction)?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Heart Attack Dx Age,SrvBOH_MIAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = Heart attack. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3716,3716,129084651,Survey,726699695,Background and Overall Health,624479779,How old were you when a doctor or other health professional first told you that you have had a heart attack (myocardial infarction)?,,,,,,261863326,Year at diagnosis,,,Heart Attack Dx Yr,SrvBOH_MIyear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = Heart attack. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3717,3717,129084651,Survey,726699695,Background and Overall Health,337278854,How old were you when a doctor or other health professional first told you that you have or had abnormal heart rhythm (arrhythmia)?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Abnormal Heart Rhythm Dx Age,SrvBOH_AHRAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = abnormal heart rhythm. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3718,3718,129084651,Survey,726699695,Background and Overall Health,337278854,How old were you when a doctor or other health professional first told you that you have or had abnormal heart rhythm (arrhythmia)?,,,,,,261863326,Year at diagnosis,,,Abnormal Heart Rhythm Dx Yr,SrvBOH_AHRYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = abnormal heart rhythm. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3719,3719,129084651,Survey,726699695,Background and Overall Health,681229479,How old were you when a doctor or other health professional first told you that you have or had chest pain (angina)?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Chest Pain Dx Age,SrvBOH_ChestPainAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = chest pain. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3720,3720,129084651,Survey,726699695,Background and Overall Health,681229479,How old were you when a doctor or other health professional first told you that you have or had chest pain (angina)?,,,,,,261863326,Year at diagnosis,,,Chest Pain Dx Yr,SrvBOH_ChestPainYr_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = chest pain. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3721,3721,129084651,Survey,726699695,Background and Overall Health,660358706,How old were you when a doctor or other health professional first told you that you have or had heart valve problems?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Heart Valve Prob Dx Age,SrvBOH_HeartValveAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = heart valve problems. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3722,3722,129084651,Survey,726699695,Background and Overall Health,660358706,How old were you when a doctor or other health professional first told you that you have or had heart valve problems?,,,,,,261863326,Year at diagnosis,,,Heart Valve Prob Dx Yr,SrvBOH_HeartValveYr_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = heart valve problems. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3723,3723,129084651,Survey,726699695,Background and Overall Health,884793537,How old were you when a doctor or other health professional first told you that you have or had high blood pressure (hypertension)?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,High Blood Pressure Dx Age,SrvBOH_HTNAGE_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = high blood pressure. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3724,3724,129084651,Survey,726699695,Background and Overall Health,884793537,How old were you when a doctor or other health professional first told you that you have or had high blood pressure (hypertension)?,,,,,,261863326,Year at diagnosis,,,High Blood Pressure Dx Yr,SRVBOH_HTNYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = high blood pressure. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3725,3725,129084651,Survey,726699695,Background and Overall Health,460062034,"How old were you when a doctor or other health professional first told you that you have or had blood clots (deep vein thrombosis, pulmonary embolism)?",,,,Revised,2/1/24,206625031,Age at diagnosis,,,Blood Clots Dx Age,SrvBOH_BloodClotAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = blood clots. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3726,3726,129084651,Survey,726699695,Background and Overall Health,460062034,"How old were you when a doctor or other health professional first told you that you have or had blood clots (deep vein thrombosis, pulmonary embolism)?",,,,,,261863326,Year at diagnosis,,,Blood Clots Dx Yr,SrvBOH_BloodClotYr_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = blood clots. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3727,3727,129084651,Survey,726699695,Background and Overall Health,110652436,How old were you when a doctor or other health professional first told you that you have had a stroke?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Stroke Dx Age,SrvBOH_StrokeAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP1 = stroke. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range check, max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3728,3728,129084651,Survey,726699695,Background and Overall Health,110652436,How old were you when a doctor or other health professional first told you that you have had a stroke?,,,,,,261863326,Year at diagnosis,,,Stroke Dx Yr,SrvBOH_StrokeYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP1 = stroke. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range check min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3729,3729,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,359025642,"Chronic lung disease (Emphysema, Chronic Bronchitis, or Chronic Obstructive Pulmonary Disease (COPD))",,,Chronic Lung Disease,SrvBOH_CLD_v1r0,FALSE,Num,1,104430631,0 = No,,No,No,,,,,,,,,Optional Select All that Apply,
3730,3730,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3731,3731,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,407340134,Asthma,,,Asthma,SrvBOH_Asthma_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,,,,,,,Optional Select All that Apply,
3732,3732,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3733,3733,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,427219143,Hay Fever (Allergic to pollen or Allergic Rhinitis),,,Hay Fever,SrvBOH_HayFever_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,,,,,,,Optional Select All that Apply,
3734,3734,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3735,3735,129084651,Survey,726699695,Background and Overall Health,894259747,Respiratory Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,535003378,None of the above,,,No Respiratory Prob,SrvBOH_NoResp_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,Only can be selected if no other variables selected in MHGROUP2,,,,,9/23/21,,,Optional Select All that Apply,
3736,3736,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3737,3737,129084651,Survey,726699695,Background and Overall Health,448722126,How old were you when a doctor or other health professional first told you that you have or had COPD?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Chronic Lung Disease Dx Age,SrvBOH_CLDAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP2 = COPD. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max age range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3738,3738,129084651,Survey,726699695,Background and Overall Health,448722126,How old were you when a doctor or other health professional first told you that you have or had COPD?,,,,,,261863326,Year at diagnosis,,,Chronic Lung Disease Dx Yr,SrvBOH_CLDYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP2 = COPD. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3739,3739,129084651,Survey,726699695,Background and Overall Health,201449164,How old were you when a doctor or other health professional first told you that you have or had asthma?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Asthma Dx Age,SrvBOH_AsthmaAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP2 = Asthma. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max age range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3740,3740,129084651,Survey,726699695,Background and Overall Health,201449164,How old were you when a doctor or other health professional first told you that you have or had asthma?,,,,,,261863326,Year at diagnosis,,,Asthma Dx Yr,SrvBOH_AsthmaYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP2 = Asthma. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3741,3741,129084651,Survey,726699695,Background and Overall Health,436333358,How old were you when a doctor or other health professional first told you that you have or hay fever?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Hay Fever Dx Age,SrvBOH_HayFeverAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP2 = Hay fever. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max age range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3742,3742,129084651,Survey,726699695,Background and Overall Health,436333358,How old were you when a doctor or other health professional first told you that you have or hay fever?,,,,,,261863326,Year at diagnosis,,,Hay Fever Dx Yr,SrvBOH_HayFeverYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP2 = Hay fever. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3743,3743,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,406890409,Esophageal Acid Reflux (GERD),,,Acid Reflux,SrvBOH_GERD_v1r0,FALSE,Num,1,104430631,0 = No,,No,No,,,,,,,,,Optional Select All that Apply,
3744,3744,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3745,3745,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,704544306,Barrett's Esophagus,,,Barrett's Esophagus,SrvBOH_Barretts_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,,,,,,,Optional Select All that Apply,
3746,3746,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3747,3747,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,691766591,Irritable Bowel Syndrome,,,Irritable Bowel Syndrome,SrvBOH_IBS_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,,,,,,,Optional Select All that Apply,
3748,3748,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3749,3749,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,308645635,Inflammatory Bowel Disease,,,Inflammatory Bowel Disease,SrvBOH_IBD_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,,,,,,,Optional Select All that Apply,
3750,3750,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3751,3751,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,731115613,Diverticulitis or Diverticulosis,,,Diverticulitis,SrvBOH_Divert_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,,,,,,,Optional Select All that Apply,
3752,3752,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3753,3753,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,567284980,Ulcerative Colitis,,,Ulcerative Colitis,SrvBOH_UC_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,,,,,,,Optional Select All that Apply,
3754,3754,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3755,3755,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,986548173,Crohn's Disease,,,Crohn's Disease,SrvBOH_Chrons_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,,,,,,,Optional Select All that Apply,
3756,3756,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3757,3757,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,285995100,Celiac Disease (also known as Gluten-Sensitive Enteropathy),,,Celiac Disease,SrvBOH_Celiac_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,,,,,,,Optional Select All that Apply,
3758,3758,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3759,3759,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,545628561,Gallstones (Biliary Stones),,,Gallstones,SrvBOH_Gallstones_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,,,,,,,Optional Select All that Apply,
3760,3760,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3761,3761,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,709786039,Liver Cirrhosis,,,Liver Cirrhosis,SrvBOH_Cirrhosis_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,,,,,,,Optional Select All that Apply,
3762,3762,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3763,3763,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,984479578,Pancreatitis,,,Pancreatitis,SrvBOH_Pancreatitis_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,,,,,,,,,Optional Select All that Apply,
3764,3764,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3765,3765,129084651,Survey,726699695,Background and Overall Health,180961306,Digestive System Problems- Has a doctor or other health professional ever told you that you have or had any of these conditions? Select all that apply.,,,,,,535003378,None of the above,,,No Digestive Probs,SrvBOH_NoDIgestive_v1r0,TRUE,Num,1,104430631,0 = No,,No,No,Only can be selected if no other variables selected in MHGROUP3,,,,,9/23/21,,,Optional Select All that Apply,
3766,3766,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
3767,3767,129084651,Survey,726699695,Background and Overall Health,554782332,How old were you when a doctor or other health professional first told you that you have or had Esophageal Acid Reflux (GERD) ?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Acid Reflux Dx Age,SrvBOH_GERDAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Esophageal Acid Reflux (GERD). Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3768,3768,129084651,Survey,726699695,Background and Overall Health,554782332,How old were you when a doctor or other health professional first told you that you have or had Esophageal Acid Reflux (GERD) ?,,,,,,261863326,Year at diagnosis,,,Acid Reflux Dx Yr,SrvBOH_GERDYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Esophageal Acid Reflux (GERD). Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3769,3769,129084651,Survey,726699695,Background and Overall Health,409622468,How old were you when a doctor or other health professional first told you that you have or had Barrett's Esophagus?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Barrett's Esophagus Dx Age,SrvBOH_BarrettsAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Barrett's Esophagus. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3770,3770,129084651,Survey,726699695,Background and Overall Health,409622468,How old were you when a doctor or other health professional first told you that you have or had Barrett's Esophagus?,,,,,,261863326,Year at diagnosis,,,Barrett's Esophagus Dx Yr,SrvBOH_BarrettsYr_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Barrett's Esophagus. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3771,3771,129084651,Survey,726699695,Background and Overall Health,448476881,How old were you when a doctor or other health professional first told you that you have or had Irritable Bowel Syndrome diagnosis age?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Irritable Bowel Syndrome Dx Age,SrvBOH_IBSAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Irritable Bowel Syndrome diagnosis age. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3772,3772,129084651,Survey,726699695,Background and Overall Health,448476881,How old were you when a doctor or other health professional first told you that you have or had Irritable Bowel Syndrome diagnosis age?,,,,,,261863326,Year at diagnosis,,,Irritable Bowel Syndrome Dx Yr,SrvBOH_IBSYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Irritable Bowel Syndrome diagnosis age. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3773,3773,129084651,Survey,726699695,Background and Overall Health,459764934,How old were you when a doctor or other health professional first told you that you have or had Inflammatory Bowel Disease?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Inflammatory Bowel Disease Dx Age,SrvBOH_IBDAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Inflammatory Bowel Disease. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3774,3774,129084651,Survey,726699695,Background and Overall Health,459764934,How old were you when a doctor or other health professional first told you that you have or had Inflammatory Bowel Disease?,,,,,,261863326,Year at diagnosis,,,Inflammatory Bowel Disease Dx Yr,SrvBOH_IBDYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Inflammatory Bowel Disease. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3775,3775,129084651,Survey,726699695,Background and Overall Health,374697037,How old were you when a doctor or other health professional first told you that you have or had Diverticulitis or Diverticulosis?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Diverticulitis Dx Age,SrvBOH_DivertAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Diverticulitis or Diverticulosis. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3776,3776,129084651,Survey,726699695,Background and Overall Health,374697037,How old were you when a doctor or other health professional first told you that you have or had Diverticulitis or Diverticulosis?,,,,,,261863326,Year at diagnosis,,,Diverticulitis Dx Yr,SrvBOH_DivertYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Diverticulitis or Diverticulosis. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3777,3777,129084651,Survey,726699695,Background and Overall Health,580911251,How old were you when a doctor or other health professional first told you that you have or had Ulcerative Colitis?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Ulcerative Colitis Dx Age,SrvBOH_UVAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Ulcerative Colitis. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3778,3778,129084651,Survey,726699695,Background and Overall Health,580911251,How old were you when a doctor or other health professional first told you that you have or had Ulcerative Colitis?,,,,,,261863326,Year at diagnosis,,,Ulcerative Colitis Dx Yr,SrvBOH_UCYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Ulcerative Colitis. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3779,3779,129084651,Survey,726699695,Background and Overall Health,190347832,How old were you when a doctor or other health professional first told you that you have or had Crohn's Disease ?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Crohn's Disease Dx Age,SrvBOH_ChronsAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Crohn's Disease. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3780,3780,129084651,Survey,726699695,Background and Overall Health,190347832,How old were you when a doctor or other health professional first told you that you have or had Crohn's Disease ?,,,,,,261863326,Year at diagnosis,,,Crohn's Disease Dx Yr,SrvBOH_ChronsYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Crohn's Disease. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3781,3781,129084651,Survey,726699695,Background and Overall Health,624777141,How old were you when a doctor or other health professional first told you that you have or had Celiac Disease?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Celiac Disease Dx Age,SrvBOH_CeliacAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Celiac Disease. Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3782,3782,129084651,Survey,726699695,Background and Overall Health,624777141,How old were you when a doctor or other health professional first told you that you have or had Celiac Disease?,,,,,,261863326,Year at diagnosis,,,Celiac Disease Dx Yr,SrvBOH_CeliacYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Celiac Disease. Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
3783,3783,129084651,Survey,726699695,Background and Overall Health,980403315,How old were you when a doctor or other health professional first told you that you have or had Gallstones (Biliary Stones) ?,,,,Revised,2/1/24,206625031,Age at diagnosis,,,Gallstones Dx Age,SrvBOH_GallstonesAge_v1r1,,Num,2,,N/A,,No,No,"Only display if MHGROUP3= Gallstones (Biliary Stones). Range check (max previously was age): min=0 max=sum(isDefined(D_150344905,age),1). Updated max range max=age",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added prod push date
3784,3784,129084651,Survey,726699695,Background and Overall Health,980403315,How old were you when a doctor or other health professional first told you that you have or had Gallstones (Biliary Stones) ?,,,,,,261863326,Year at diagnosis,,,Gallstones Dx Yr,SrvBOH_GallstonesYear_v1r0,,Year,4,,N/A,,No,No,"Only display if MHGROUP3= Gallstones (Biliary Stones). Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear. Updated min range min=yob",,,,,,,,Or (xor=) Question (either/or text boxes without radio button),Added range check to Notes.
