Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
2218,2218,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,Keep,,641572847,Manufacturing,,Manufacturing,SrvBOH_ManufacturingC_v1r0,0,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Denoted as Keep in Column J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,2219,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,2220,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,Revised,,592592455,Retail or wholesale sales,A retail store,Retail or wholesale sales,SrvBOH_RetailWholeC_v2r0,1,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,"Revised question text, updated variable label, variable name and suffix to _v2r0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,2221,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,2223,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,2224,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,149230791,"Transportation, warehousing, and utilities (e.g., water, sanitation, electric)",,"Transportation, warehousing, and utilities",SrvBOH_TransUtilC_v1r0,2,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,2225,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,2227,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,2228,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,439857718,"Professional and business services (e.g., real estate, technical and scientific services, finance, insurance)",,Professional and business services,SrvBOH_ServicesC_v1r0,3,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2229,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,2230,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,Revised,,133362151,Construction or equipment repair,Construction,Construction or equipment repair,SrvBOH_ConstructionC_v2r0,4,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,"Revised question text, updated variable label, variable name suffix to _v2r0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,2231,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,2232,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,Revised,,372993567,"Mining, quarrying, and oil and gas extraction",Mining,"Mining, quarrying, and oil and gas extraction",SrvBOH_MiningC_v2r0,5,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,"Revised question text, updated variable label, variable name and suffix to _v2r0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,2233,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,2235,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,2236,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,927863729,"Farming, fishing, or forestry",,"Farming, fishing, or forestry",SrvBOH_FarmFishC_v1r0,6,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,2237,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,2239,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,2240,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,709307391,"Accommodation and food services (e.g., hotels and restaurants)",,Accommodation and food services,SrvBOH_AcomFoodC_v1r0,7,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,2241,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,2243,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,2244,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,766533183,Healthcare or social assistance,,Healthcare or social assistance,SrvBOH_HlthcareC_v1r0,8,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,2245,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,2246,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,Keep,,698814077,Government,,Government,SrvBOH_GovernmentC_v1r0,9,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Denoted as Keep in Column J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,2247,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,2249,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,2250,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,942545134,"Military, police, firefighting, security services",,"Military, police, firefighting, security services",SrvBOH_MilPoliceC_v1r0,10,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,2251,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,2253,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,2254,129084651,Survey,726699695,Background and Overall Health,700374192,What type of business was this at your current employer? [Select all that apply.],,BSNSSTYP1,New,,924908599,Education,,Education,SrvBOH_EduC_v1r0,11,Num,1,104430631,0=No,,No,No,,,,,,1/11/23,,Optional Select All that Apply,Added new question (aka reponse 11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,2255,,,,,,,,,,,,,,,,,,,353358909,1=Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
